# 
#     Column Definitions:
#     - Total Potential Responses: All survey participants, including those who left the question blank.
#     - Non-empty Responses: All responses that are not null or empty string.
#     - Informative Responses: Responses that are not classified as non-informative (e.g., not "N/A", "No comment", etc.).
#     - Response: Individual informative responses, with each response on a separate row.
#     
"Question","Institution","Total Potential Responses","Non-empty Responses","Informative Responses","Response"
"","","","","","Poor, limited"
"","","","","","I prefer to eat food at home, but there is food available.  I would not like to spend that money each day to eat, though."
"","","","","","There should be more healthy food available throughout campus, and not just in the campus cafeteria.  Students often complain about the poor choices available to them at the campus cafeteria, especially for those who would like to eat more fresh fruits and vegetables and whole foods.  There are not any quick serve, healthy options on campus (only bagels and wings)."
"What are your thoughts about food availability on your campus?","Eastern New Mexico University, Roswell","61","37","37","Wish there was more variety "
"","","","","","It is a great idea as long as the students can afford it."
"","","","","","That will be great for me and people that can't pay for food. "
"","","","","","High overly priced food charges"
"","","","","","The cost of food from the cafeteria is more than I can realistically afford, so I often choose to go without"
"","","","","","There are not enough options and prices are outrageous "
"","","","","","Variety would be preferable."
"","","","","","We had a very good company in previous years that offered healthy meal choices but as the cafeteria is run by contractors who bid for access, the food quality as well as customer service has dropped while the prices have increased."
"","","","","","Would like to see more options"
"","","","","","While we have a food pantry, I don't think it's being used effectively."
"","","","","","Limited-few healthy options."
"","","","","","Need more variety with more available times to purchase."
"","","","","","I see the effort is there but the funding isn't"
"","","","","","We now have a food pantry!"
"","","","","","Very limited"
"","","","","","The cafeteria doesn't really offer a lot of choices. There is the standard hot bar meal and then an option of salads but then for the most part the other choices are fried foods. They use to have a salad bar available and when they did that is what I would go and get on a regular basis, now they only offer premade salads and they are expensive so if I do not bring something from I find myself going off of campus to get lunch. "
"","","","","","The food itself is not very satisfying"
"","","","","","yes"
"","","","","","no"
"","","","","","Average taste"
"","","","","","It's a good project"
"","","","","","no"
"","","","","","I just feel like there's too little variety"
"","","","","","Have no opinion"
"","","","","","No opinion at present"
"","","","","","There are not many options"
"","","","","","expensive, not many options"
"","","","","","yes"
"","","","","","Itâ€™s limited and you often have to order off menu to get healthy options"
"","","","","","Our cafeteria is way over priced."
"","","","","","no"
"","","","","","The availability of food on campus depends on the money you have "
"","","","","","Foods in the cafeteria are tool expensive to afford every day, and do not offer foods that are allergen friendly. "
"","","","",""," "
"","","","","","Not a problem"
"","","","","","Fresh food is available, although it's costly at our cafeteria. The low-cost food choices are mostly processed foods via pantry and vending"
"","","","","","I have not recently tried to purchase food here, but I believe it would be nutritious"
"What are your thoughts about food availability on your campus?","Eastern New Mexico University, Ruidoso","24","14","9","no"
"","","","","","should be available at lower costs"
"","","","","","lack of availability to purchase"
"","","","","","I wish we had a food court or cafeteria for students."
"","","","","","Not enough "
"","","","","","Pretty good"
"","","","","","I don't think food is available for purchase, but I could be wrong."
"","","","","","There are plenty of places to grab a quick bite to eat,                  "
"","","","","","We do not have food service on our campus."
"What are your thoughts about food availability on your campus?","Institute of American Indian Arts, Santa Fe","28","18","16","When teaching online I had no need to access food as I wasn't on the campus. Now I commute and my classes are back to back, leaving no time to sit for a meal."
"","","","","","Our food is very healthy "
"","","","","","Basically a good deal still. Quality has decreased in relation to Covid and inflation."
"","","","","","Not yet"
"","","","","","foods great , but if there is no money can't buy it"
"","","","","","no"
"","","","","","It provides fresh and healthy vegetables and fruits, which are also very reassuring to eat."
"","","","","","123
"
"","","","","","The supply of food on campus is not very safe"
"","","","","","no"
"","","","","","The food is generally good quality, but I can't afford to get meals here daily at my place of employment due to the pricing."
"","","","","","It's OK, but not rich enough"
"","","","","","There is a good selection at an affordable price"
"","","","","","I try to buy big salads or eat extra soup that is affordable that i can take to go to last me a couple of days. From time to time."
"","","","","","Itâ€™s incredibly wonderful"
"","","","","","It costs too much for what you get."
"What are your thoughts about food availability on your campus?","Luna Community College","36","26","21","Wish there were more options"
"","","","","","There really isn't food available to purchase on my campus.  "
"","","","","","EVERY COLLEGE CAMPUS NEEDS TO HAVE A CAFETERIA. LCC DOES NOT!"
"","","","","","Meals on Wheels has saved me because it's free.  We don't have a cafeteria here."
"","","","","","we need a cafeteria where students and staff could get a nutritious meal on campus"
"","","","","","we have a college food security grant that is providing free frozen meals to all the community"
"","","","","","Very Limited"
"","","","","","it's getting better"
"","","","","","healthy"
"","","","","","The campus has begun a food distribution program that seems to help those in need by providing frozen meals. Despite this, I feel more needs to be done. "
"","","","","","They are always available."
"","","","","","The ingredients are fresh, but by mistake, not very good"
"","","","","","Not soo much available "
"","","","","","there is very little. But there was a new program that started that gives meals for free on campus"
"","","","","","Cool"
"","","","","","We need more options than frozen meals. It is nice to have fresh food and a variety of food also, "
"","","","","","No"
"","","","","","We need a cafeteria on campus"
"","","","","","Very good. It would be better if there were a little discount"
"","","","","","safe"
"","","","","","The price is a little high."
"What are your thoughts about food availability on your campus?","Mesalands Community College","22","13","11","I'm quite sure that many of our students would benefit from having an affordable source on campus for healthy, nutritious food"
"","","","","","As far as I know, our campus does not have a cafeteria or food court of any kind. It would be a great benefit to the faculty, staff, & students, if there were healthy food options on campus. In addition, including a meal plan as part of the free tuition initiative would help those students or staff struggling with food security. The school does a lot to hold events and provide food to the community and students who attend. However, there is no sustained availability of food offered through the college. "
"","","","","","There are no food options available on campus. "
"","","","","","We have no food on campus"
"","","","","","It would be wonderful to purchase nutritious food on campus but the campus cannot afford it."
"","","","","","Rich"
"","","","","","I like the atmosphere of campus."
"","","","","","Mesalands College does not have a cafeteria or food provider."
"","","","","","There could be more variety"
"","","","","","I wish I had more variety"
"","","","","","The campus does not currently have a cafeteria for students and employees....The student Food Pantry has limited items to offer those in need and is only open for a limited time during the week.  The college does not have the funds to continuously support the food pantry which is then a challenge to keep the space well stocked.  "
"What are your thoughts about food availability on your campus?","Navajo Technical University, Crownpoint","25","18","12","We definitely need more options and access to healthier or veritable foods."
"","","","","","In Crownpoint, we live in a food desert. The food on campus is a cafetaria for students, Each meal costs $10 that is cost prohibitive. I do not have a car and cannot get to food. "
"","","","","","Ok"
"","","","","","There is food available and our cafeteria serves excellent options but I don't feel like I can afford to eat on campus on a daily basis so I pick and choose."
"","","","","","It's greasy and salty"
"","","","","","There are no resources and although I work two jobs I do not qualify for food availability. "
"","","","","","The school cafeteria only serves processed or frozen food bought from Sysco.  It is not good and unhealthy. The salads they serve are excellent though.  They do not serve sugar less dessert only Jello.  Eating Jello everyday can be become disheartening.    "
"","","","","","no access to nutritious meals besides campus cafeteria, they do have good options though"
"","","","","","On my salary, I can afford to spend $4-5 per meal. The lunch at our campus is $10. "
"","","","","","We do not have a place that sells food. We go off campus to buy food."
"","","","","","Good"
"","","","","","Not enough food options. Only one cafeteria that sets the food prices and we have no choice but to pay the amount and eat what they have to offer."
"What are your thoughts about food availability on your campus?","New Mexico Highlands University","34","21","17","One location, at the cafeteria which has very limited hours, and is closed parts of the summer"
"","","","","","I would like to see our cafeteria provide much more healthier choices of food, to include organics."
"","","","","","No local and or fresh options...low quality heavy on salt, sugar, fat, and additives. "
"","","","","","Not balanced for healthy enough.  Too much junk."
"","","","","","It's just vending machines. No healthy food."
"","","","","","minimal, it can be very hit and miss with the student cafeteria. Sometimes the salad options or grill options are great and more ""home made"" than standard caf fare, other days its very limited. "
"","","","","","Limited options"
"","","","","","Food choices are limited but food quality is good."
"","","","","","Need more options for everyone. "
"","","","","","I never buy or make use of any foods available on campus. I have dietary restrictions, rotating foods because of food allergies. It would be really hard for me if I had to rely on food that is commonly available in food pantries."
"","","","","","I work virtually so am not familiar with the availability of food."
"","","","","","There isn't a cafeteria or food place on our campus in Alb"
"","","","","","no"
"","","","","","not bad"
"","","","","","many choices to choose from"
"","","","","","NO"
"","","","","","It really doesn't apply to me on a regular basis as I work remotely. "
"What are your thoughts about food availability on your campus?","New Mexico Institute of Mining and Technology","36","20","17","not great"
"","","","","","We could use more options that aren't the cafeteria, which is now very expensive and has limited food options for those who are vegetarian. "
"","","","","","The food on campus is ridiculously expensive and not of good quality. "
"","","","","","We do not have food trucks or other options other than the cafeteria."
"","","","","","I bring food from home, can not afford cost of eating at tech"
"","","","","","Limited Selection"
"","","","","","Need more options rather than single provider having control."
"","","","","","adequate...but expensive"
"","","","","","sparse and expensive"
"","","","","","I never buy food on campus. I know it is available but don't know the cost or anything else about it."
"","","","","","We are limited to campus dining which varies in healthy options"
"","","","","","Good"
"","","","","","There are no cheap food options. "
"","","","","","Unhealthy food only. Poor quality."
"","","","","","The cost is relatively high, given the needs of students, faculty, and staff."
"","","","","","A single"
"","","","","","Itâ€™s limited and repetitious. "
"What are your thoughts about food availability on your campus?","New Mexico Junior College","40","20","18","Affordable; more options would be nice"
"","","","","","Healthier food should be cheaper and more available "
"","","","","","I think it is good."
"","","","","","There needs to be more healthier meal options."
"","","","","","so so "
"","","","","","Food is available but sometimes the selection(s) are not healthy and the price has gone up."
"","","","","","1. I can't afford meals on campus every day. And it doesn't taste very good for the price. I have to bring food from home. Just like I can't afford a coffee from star bucks often. "
"","","","","","very good."
"","","","","","It makes it easier to work "
"","","","","","The variety is single, it is suggested to supply more kinds of food."
"","","","","","Adequate"
"","","","","","The cafeteria has started offering a great salad bar with fresh fruit. Also, the meal menus usually have a healthier option."
"","","","","","I love that it is a very affordable option for students and faculty. The food is also fairly delicious. Better than expected. "
"","","","","","good."
"","","","","","The times that food is available for purchase, I am normal teaching."
"","","","",""," So that everyone can find something they can enjoy. "
"","","","","","Itâ€™s leftovers from the previous day"
"","","","","","You can only purchase food from the cafeteria on campus."
"What are your thoughts about food availability on your campus?","New Mexico State University, Alamogordo","33","23","19","We have no food vendors other than vending machines. When we did, it was too expensive for many."
"","","","","","There no longer is any kind of food availability on campus. "
"","","","","","There should be a low cost, healthy option for everyone on campus. "
"","","","","","For our Campus there is no real food availability! "
"","","","","","It is a basic need and should be offered."
"","","","","","Difficult to justify at our location."
"","","","","","There are fruits in the student areas and vending machine but no regular eating areas. "
"","","","","","Schedule and  not knowing if I qualify for campus food availability."
"","","","","","We could use a cafeteria/deli on campus. "
"","","","","","It was very satisfying

"
"","","","","","Not good. "
"","","","","","I believe we should have a campus cafeteria of some kind for students and staff to gain some form of meal. Would help to ensure we eat at least 1 proper meal in the course of the day if the price is within reason"
"","","","","","There are many kinds but the price is too expensive. Some of them are not fresh"
"","","","","","We have a food pantry, but no source of hot meals either free or for cost."
"","","","","","I think the food supply on my campus is very good.                               There are so many options for students to choose from, it's hard to get bored.  "
"","","","","","We need it but it is not available."
"","","","","","we need a cafeteria"
"","","","","","we need a cafeteria "
"","","","","","It helps a lot"
"What are your thoughts about food availability on your campus?","New Mexico State University, Grants","18","9","7","Not great enough"
"","","","","","The dishes are rich, the taste is good,"
"","","","","","Do not eat there"
"","","","","","I don't eat on campus live out of state"
"","","","","","I don't like the type of food at the cafe in our school. I don't like spicy or greasy food."
"","","","","","The pantry provides plenty of food for students, staff and faculty.  The food court is too expensive."
"","","","","","limited to Southwest menu"
"What are your thoughts about food availability on your campus?","New Mexico State University, Las Cruces","103","68","57","Gross"
"","","","","","It probably could be improved."
"","","","","","There are options, but those options are limited, eg, prepackaged salads instead of fresh fruits or veggies"
"","","","","","Itâ€™s very limited. "
"","","","","","Lack of options to purchase food as a faculty member "
"","","","","","no"
"","","","","","Okay, could be better.  Expensive."
"","","","","","More variety is purchased by the school itself"
"","","","","","Wish there was more selection"
"","","","","","adequate"
"","","","","","On campus meals are typically 15-20% more than off campus restaurant meals."
"","","","","","No thoughts "
"","","","","","It is sufficient"
"","","","","","Not much"
"","","","","","Needs work"
"","","","","","Bad"
"","","","","","I do not eat on campus "
"","","","","","Not enough vegetarian options "
"","","","","","The food served on our campus is not remotely healthy. I eat at home."
"","","","","","Would like to see more vegetable-containing foods and vegetarian protein options"
"","","","","","I should access it more often. There are great places to eat with good food."
"","","","","","There aren't enough healthy options "
"","","","","","Food court on campus is somewhat limited."
"","","","","","We need more healthy choices"
"","","","","","I do not know "
"","","","","","Few and far between"
"","","","","","gross and inconvenient "
"","","","","","There's a variety of options"
"","","","","","Students and staff need more food choices across campus. More food service vendors are needed in the food court by Zuhl Library - there are several stalls that are vacant, and the existing vendors have erratic hours. Also, the food offerings at the Zuhl Fuel coffee stand are inconsistent - some days there is a good selection for breakfast and lunch, and other days there is no food at all. Food service shuts down entirely at the food court and Zuhl in between sessions, making it difficult for staff and students to get meals on campus at all."
"","","","","","Slightly expensive. "
"","","","","","restaurant options are not that great"
"","","","","","it doesn't meet my dietary restrictions"
"","","","","","I work remotely and am not familiar with food availability on campus."
"","","","","","I like the selection can can afford these items, but I know not all students, faculty, and staff can, and i very much support NMSU providing support to students, faculty, and staff that need help."
"","","","","","There are some options; enough options."
"","","","","",",Expensive"
"","","","","","Iâ€™m remote so I do not purchase food on campus. "
"","","","","","terrible"
"","","","","","it's pretty good in terms of variety and availability"
"","","","","","The food pantry needs more options in locations but is limited due to current funding."
"","","","","","I like what the campus offers"
"","","","","","Greater diversity of ethnic cuisines would be nice"
"","","","","","It's not great.  Got way worse after Sodexo took over."
"","","","","","Not enough options"
"","","","","","I tend to bring my own food to save money. It's a bit of a walk to the nearest options and it costs more than a packed lunch."
"","","","","","I don't use campus dining - too expensive and not always healthy."
"","","","","","Good variety and decent hours of service."
"","","","","","It is good."
"","","","","","There is a good choice of options but expensive"
"","","","","","Not allergy friendly. I have a gluten allergy. I also do not buy Chikfila due to its very homophobic stance. "
"","","","","","Departments try to offer more food for sharing and the school has stopped departments for buying food for social events on campus. It has created a massive lack of people joining around the table to bond over shared interests. "
"","","","","","It could be better."
"","","","","","Is available if you have money"
"","","","","","Dosnt pertain to me"
"","","","","","It's ok"
"","","","","","Food tends to be less available in the later afternoon because the places close. "
"","","","","","Immediately on campus? Not great, most options are run by companies and I do not associate them with being healthy options. There are some ""healthy-ish"" options accessible from campus."
"What are your thoughts about food availability on your campus?","Northern New Mexico College","22","19","18","It's horrendous. We used to have a cafeteria but it was closed during the pandemic. Now, all food comes from vending machines and there are few inexpensive and/or healthy options. "
"","","","","","Not enough healthy options "
"","","","","","We only have vending machines on our campus. When we did have food services the food was, arguably, unhealthy."
"","","","","","We have a pantry on campus which is a nice edition however there are no other food options other than vending machines."
"","","","","","Food services are not offered at NNMC"
"","","","","","We used to have a cafe that offered a number of nutritious meals, including a salad bar, but they closed it. Now we only have vending machines, which don't offer healthy options or they are too expensive. It costs over $4 to get a granola bar."
"","","","","","There is no where to get food on campus no cafeteria"
"","","","","","Its all vending machines and of mediocre quality with regard to healthiness and taste; it is also relatively expensive"
"","","","","","I work from home this semester, so don't buy food on campus"
"","","","","","very good"
"","","","","","there is no food to purchase on campus only vending machines"
"","","","","","Readily available "
"","","","","","much too expensive"
"","","","","","cafeteria closed down"
"","","","","","More healthy eating options available are needed. Vegetarian and vegan as well,."
"","","","","","The school food supply is unsafe"
"","","","","","We need a Cafe with healthy meals and a salad bar."
"","","","","","We only have vending machines with limited options for fresh food."
"What are your thoughts about food availability on your campus?","San Juan College","118","67","62","I rarely use the food services on campus but find the quality and selection high. "
"","","","","","There are several options. I know there is a food pantry and a meal plan (but I have heard it's expensive)"
"","","","","","It tastes great."
"","","","","","Not enough and to costly"
"","","","","","Overpriced and over processed."
"","","","","","Good idea but sometimes it's underused."
"","","","","","I do not attend campus as I live in New York"
"","","","","","Could be better, for the students. I think low-cost or free or reduced lunch should be available to college students at a community college much like public school."
"","","","","","Prices are too high for what is received."
"","","","","","We have a restaurant/cafe "
"","","","","","Our building is not connected to the primary campus so food services are not available in our building. "
"","","","","","Need more healthy options.  Meaning fresh food, not heat lamped fatty food "
"","","","","","I usually don't eat on campus."
"","","","","","Mary's Kitchen does a good job re: variety of food and affordability."
"","","","","","The options are not great. The kitchen is expensive, and limited in healthy food options. The kitchen needs a healthier menu. "
"","","","","","Good"
"","","","","","It is limited by choice/variety, healthy, location.
There are some good choices however."
"","","","","","Would like more nutritious choices."
"","","","","","I wish there was more option and healthier items"
"","","","","","great but too expensive"
"","","","","","I work remotely so not on campus"
"","","","","","I do not eat food on campus.  It is not near where my office is."
"","","","","","Mary's Kitchen has food available"
"","","","","","It's not bad- but there is always room for improvement when it comes to available healthy foods. "
"","","","","","Most options are not very healthy, but I can get a salad. "
"","","","","","I have always planned ahead for myself, and so I have never given food security any thought.  Physical security is different though.  Most campuses have no real, actual security."
"","","","","","There's some good options."
"","","","","","poor quality"
"","","","","","Healthy options should be more affordable than non-healthy food to encourage healthy eating.  "
"","","","","","I am a remote faculty member so I am not on campus."
"","","","","","It's nice that there is food available for students."
"","","","","","I wish they had healthier selections and more diversity in the selections."
"","","","","","They are options that I choose not to use. I prefer to prepare my own healthy food."
"","","","","","I am a fully remote employee. "
"","","","","","The hours of operation could be broader. "
"","","","","","ok while the kitchen is open"
"","","","","","Just wish the hours were more accessible "
"","","","","","Too many high carb or fatty foods"
"","","","","","I work remotely and I am not on campus very often any more. When there more regularly there was never an issue in accessing food on campus."
"","","","","","NO PROBLEM"
"","","","","","I think there is good food availability on campus"
"","","","","","Fine"
"","","","","","Good selection"
"","","","","","Needs a wider variety of healthy lunch choices"
"","","","","","there is not enough."
"","","","","","pretty good,  the deli often does not have chicken needed to make wraps, which is a bummer"
"","","","","","They are excellent."
"","","","","","Donâ€™t use it enough to evaluate "
"","","","","","We have plenty of selection on campus, but mainly in one building, so you do need to go there if you want to get it."
"","","","","","I have not used our campus food services - usually bring my own due to dietary restrictions"
"","","","","","No thoughts."
"","","","","","As employees, we receive a discount in our dining hall, and I really appreciate this. They have pretty healthful options available including a nice salad bar. I also really appreciate this. Of course, as an upper-level administrator, I can afford to purchase healthful meals there when I need to. I know not everyone can."
"","","","","","It's good"
"","","","","","A lot of fried foods and less fruits and fresh vegetables "
"","","","","","Limited options"
"","","","","","I am at an off-campus location and it is inconvenient for me to get a meal there. I bring food from home."
"","","","","","Sufficient services on campus."
"","","","","","There is limited supply for our students and their families."
"","","","","","I NEVER buy my food on campus. I ALWAY bring my food. I feel I can prepare healthier food and it will ALWAYS be more cost effective. Why should I spend my money on something when I can simply bring it with me?-I've never understood why a little bit of planning ahead doesn't become a habit in this culture."
"","","","","","We have a kitchen, and help from campus. Its there if one can afford it."
"","","","","","When students only have the cafeteria to choose from, we should be very aware of the sourcing of the ingredients to make sure they're getting the very best we can afford."
"","","","","","I am off campus and do not have access to services"
"What are your thoughts about food availability on your campus?","Santa Fe Community College","47","38","33","Loss of availability during covid and was never replaced. "
"","","","","","No todas contamos con el tiempo "
"","","","","","Hope it gets better variety soon"
"","","","","","There are many kinds of foods"
"","","","","","Far more limited choices than before the pandemic"
"","","","","","There is an issue with food availability on campus and currently there are almost no options."
"","","","","","No cafeteria"
"","","","","","There is VERY limited access to good food at SFCC.  Honestly this negatively affects enrollment."
"","","","","","Currently there isn't really any food availability on campus. "
"","","","","","We only have one vendor on campus now, so there isn't much food availability in that sense. However, the food pantry has a cabinet of supplies in a super accessible place upstairs with a sign to signify that more is available downstairs. "
"","","","","","Food availability is adequate, though at times I am concerned that it is not affordable for some students."
"","","","","","Limited hours and availability impact my ability to purchase nutritious balanced meal.  EG. I hadn't bought own lunch and intended to purchase at the only locale for non-vending choices on campus, are realized I was too late due to limited hours"
"","","","","","Could be better. Food isn't always available."
"","","","","","Should be better"
"","","","","","We need more food sources no campus."
"","","","","","no thoughts -- I don't buy on campus"
"","","","","","I rarely eat on campus. I teach a morning class."
"","","","","","I don't buy food on campus"
"","","","","","It is very expensive"
"","","","","","I am not aware of what food is offered on campus or the cost"
"","","","","","This is a chronic problem post COVID.  We cannot get food services back at the college."
"","","","","","We have been without it for way too long"
"","","","","","there is no cafeteria on campus "
"","","","","","Never on campus long enough to eat a meal there plus don't spend m,oney on eating out."
"","","","","","The East ST is only open when I am teaching classes, cannot use it."
"","","","","","I have not seen any food around here."
"","","","","","It has been limited since the pandemic. I have only purchased salads and beverages."
"","","","","","we have very limited availability and hours are not consistent"
"","","","","","Not my taste"
"","","","","","Little choice"
"","","","","","Enough but not many kinds."
"","","","","","We have no food services in 2023. The school shut down all services of nearly every kind in 2020 and never reopened them. We have a zombie campus."
"","","","","","The cafeteria at SFCC hasn't been in operation since covid."
"What are your thoughts about food availability on your campus?","Southeast New Mexico College","27","16","12","It is a necessary thing."
"","","","","","We need more options. "
"","","","","","We dont have much here"
"","","","","","Do not have food courts available on campus. We only have a food pantry "
"","","","","","We need more"
"","","","","","It good "
"","","","","","It's really available."
"","","","","","It would be beneficial if there were more options, especially for our students. "
"","","","","","I am distance learning and do not visit any campus"
"","","","","","Need more healthy options"
"","","","","","I'd really like to have more than junk food available."
"","","","","","Not to big of variety "
"What are your thoughts about food availability on your campus?","University of New Mexico, Albuquerque","328","188","173","Mostly fast foods offered with limited options"
"","","","","","I appreciate the options that are available, but it could be much better."
"","","","","","I wish there were more options for healthy food and not chains. Since we lost the coop near the bookstore there are few places to get healthy food on campus."
"","","","","","It'd be nice if there was more of a grocery store -- I miss the La Montanita co-op "
"","","","","","largely fast food"
"","","","","","Food in campus is not good or cheap. I never eat or drink coffee here anymore."
"","","","","","Food on campus if expensive and the options in the SUB are too commercial and processed for the most part. "
"","","","","","Need more vegetarian and ethnic options. Too much corporate options. "
"","","","","","Healthy food choices are rare and expensive.  Cost of less healthy options is not discounted either.  Better and more varied options, subsidized in whole or in part or otherwise discounted prices, are much-needed.  Also, training is needed that will help foster healthier eating. "
"","","","","","Campus has too many trashy food chains and not enough affordable (under $7) healthy food options (actually nutritious salads or sandwiches)"
"","","","","","Not very affordable and limited options"
"","","","","","IDK"
"","","","","","I bring my own food. I liked when Sahara was in the sub, and I used to buy food at La MontaÃ±ita when they had a location in the bookstore."
"","","","","","good idea. "
"","","","","","A very healthy diet"
"","","","","","They are highly expencive for foreigners like me."
"","","","","","safeandreliable"
"","","","","","There is limited food availability on campus, especially affordable choices for healthy foods."
"","","","","","It is too expensive."
"","","","","","not very often to be seen "
"","","","","","Could use healthy options that are cheap - but when is that not the case?"
"","","","","","I never purchase food on campus. I don't like any of the vendors."
"","","","","","I always pack a lunch. There just is no money to purchase prepared food. Ever."
"","","","","","not the best but sufficient. "
"","","","","","I rarely go to campus and when I do I typically purchase beverages only "
"","","","","","I have not tried much but they seem okay. I am on North Campus and they have good options"
"","","","","","they raised the prices on the few healthy options and they are really only available in the Mercado"
"","","","","","We need more and less expensive options "
"","","","","","limited, vegan, vegetarian options are extremely limited "
"","","","","","I wish we had a bit more variety"
"","","","","","Wish healthy foods were more easily accessible at the UNM hospital."
"","","","","","It would be nice if there was a cafeteria of some kind."
"","","","","","OK"
"","","","","","Pricey, I wish there was a student/intern discount"
"","","","","","fast food.... not what I want to spend my food dollars on"
"","","","","","There are no food services available to me at South campus"
"","","","","","almost always bring food from home to eat on campus. eating out is too costly."
"","","","","","Too much fast food on campus but that's what the students want "
"","","","","","there are a few options that are expensive on north campus (healthy heart, jersey jacks, hospital cafeteria) and the service takes a long time. I try to pack lunch to save money every day as that can be a huge budget issue if I eat out. "
"","","","","","Plenty of food available, but far more unhealthy options than healthy options."
"","","","","","A nutritious meal is really only available during lunch. Otherwise, sometimes I can get more like convenience store food or fast food."
"","","","","","I bring my food with me when I come to campus."
"","","","","","The food on campus regularly has too much salt, sugar, and fat. For example, the default is to get fries. If you want salad instead, you have to pay more."
"","","","","","There are not a lot of affordable healthy food options."
"","","","","","Food on campus is terrible. It is processed food, from chain stores, and not fresh."
"","","","","","I work on North campus where we have the healthy heart cafÃ©, however, they are pretty expensive and really donâ€™t offer healthy options"
"","","","","","I wish there were more healthy options and access to gluten free foods. "
"","","","","","it should be healthier, I go off campus"
"","","","","","Could use more healthy vegetarian options"
"","","","","","I bring my own lunch by preference and convenience"
"","","","","","I am vegan. Vegan items are available almost exclusively from outside caterers. They charge $14-17 for things like a tofu sandwich or a meal sized salad. Sometimes the older ones are offered to doctors for free, but I would not pay what they charge, even with employee discount. UNM should work with the state to provide free kitchens, located in low income areas, but open to all, as well as using tech to provide choice in what goes into food pantry boxes to reduce waste, and then delivery to make it more convenient for people. And start having ANY affordable vegan options on campus. I make a strong 6 figure salary, but I spend my food budget carefully, given the years of food insecurity I had leading up to only now earning at this level."
"","","","","","good - but not what I eat..."
"","","","","","It is horrible and very limited."
"","","","","","The main dining is all fast food."
"","","","","","Pre-pandemic there were more choices.  The choices are more limited and tend toward higher carb meals within the SUB.  There are a number of locations that I have never been to on campus because I do not have classes, nor teach, near them."
"","","","","","I don't really use the on campus food options"
"","","","","","Fast food in the SUB feels like the most accessible option"
"","","","","","I rarely eat out, on or off campus. Home-cooked is cheaper and better."
"","","","","","There is not enough affordable nutritious food on campus.  Prepared food is expensive in the SUB and at the med school"
"","","","","","Sub needs more healthy and less fast food choices"
"","","","","","Food seems readily available at the hospital, which is where Iâ€™m located."
"","","","","","Decent"
"","","","","","healthier options would be good
"
"","","","","","Fast food is crap and should not be present on campus."
"","","","","","We had MontaÃ±ita Food Coop and then they closed it. This was relied upon for healthy food!! Now, I just feel like there aren't a lot of options "
"","","","","","I typically bring my own food from home when I work on campus rather than buying food there."
"","","","","","Itâ€™s okay."
"","","","","","What's available is too expensive for students."
"","","","","","I never buy food on campus. I bring my own food from home to eat. The closest I get is that sometimes I buy a drink from Starbucks. I kind of had to guess what a meal would cost in the previous question."
"","","","","","The University Club does a good job for faculty and staff. I wish there were more / healthier options in the SUB. "
"","","","","","I always bring food to campus. The actual points where we have had food insecurity are relatively rare."
"","","","","","I don't generally buy food on campus."
"","","","","","Not enough healthy options. I bring food from home everyday. "
"","","","","","We need more healthy food options at the School of Law specifically "
"","","","","","Very few options for nutritious, healthy food"
"","","","","","A community garden would be a way to provide fresh produce to students."
"","","","","","Too much fast food and junk; bring back La Montanita Co-op to the UNM bookstore!!"
"","","","","","Campus food is either fast food and expensive, or the food at the marketplace which is not fresh or affordable. "
"","","","","","Not very healthy. "
"","","","","","There are not many healthy options on campus that are affordable. "
"","","","","","I agree"
"","","","","","Working in several different settings that are almost exclusively off-campus, I rarely have access to food on campus unless I specifically go there to get food (which is nonsensical). "
"","","","","","Not enough, if any vegan and plant based foods"
"","","","","","there are only two places to eat on the north side and one of them is the hospital "
"","","","","","I believe food in campus is expensive and fast food. No really healthy. I prefer to pack lunch. "
"","","","","","Nutritious and many choices "
"","","","","","It is scare. Specially close to the CENT building and ME."
"","","","","","I eat at UNM Hospital cafeteria.  I can afford it easily but healthy food at the cafeteria is shockingly expensive relative to the unhealthy food which is cheap."
"","","","","","The food available throughout the campus should follow the menu of the Healthy Heart Bistro which tends to have healthier food (less fried, more vegies)."
"","","","","","It should increase the quality and the variety for a more broader community"
"","","","","","Good"
"","","","","","Poor limited choices"
"","","","","","good options for facultyh"
"","","","","","Would like more healthy options"
"","","","","","The campus caters to students who are generally are not â€œhealthy eatersâ€ in my view. The poor food options reflect their interests and upbringing. Someone  â€œfood cultureâ€ is difficult to change so Iâ€™m not surprised at what is available. "
"","","","","","more healthy selections would be nice"
"","","","","","I work in a building that is separate from main and north campus. There is no food available in my building except vending machines. "
"","","","","","great options"
"","","","","","I don't buy meals on campus because I am not aware of healthy options. I used to sometimes go to the UNM Co-op, but it closed."
"","","","","","It is expensive"
"","","","","","Foods that are available are high in salt and carbohydrates.  Lots of pre-packaged foods.  There are few fresh vegetables and lean proteins. "
"","","","","","Itâ€™s ok"
"","","","","","mainly expensive or fast food"
"","","","","","it is very expensive."
"","","","","","Plenty of options"
"","","","","","The food availability on campus is generally good. "
"","","","","","We need healthier options."
"","","","","","I don't generally purchase food on campus, as it is expensive. "
"","","","","","The law school needs something closer in bratton hall on north campus."
"","","","","","Better quality needed."
"","","","","","Choices are limited on North Campus"
"","","","","","It is hard to access and it is expensive."
"","","","","","Fruit, hardboiled eggs, and other items that are low sugar/healthy are so expensive."
